time,temperature,pressure,humidity
2022-10-09 16:20:10.761106,20.7044921875,781.6018882902462,43.98108753459755
2022-10-09 16:20:31.541573,20.6841796875,781.6525803654695,43.69843933572295
2022-10-09 16:20:52.261797,20.6994140625,781.5813979045764,44.09661479089254
2022-10-09 16:31:49.430993,20.65859375,781.5156555651719,43.54248241334079
2022-10-09 16:33:43.331141,20.6892578125,781.5270065755071,43.623266292868806
2022-10-09 16:35:37.294742,20.66875,781.403173408562,43.57698600187311
2022-10-09 16:37:31.302573,20.663671875,781.3536613987802,43.62310688951528
2022-10-09 16:39:25.208013,20.66875,781.451098058691,43.55390557996153
2022-10-09 16:41:19.161172,20.66875,781.361550837182,43.53663364573829
2022-10-09 16:43:13.067819,20.6484375,781.3122120207777,43.68592923970541
2022-10-09 16:45:06.993054,20.65859375,781.3435706099679,43.70957392548437
2022-10-09 16:47:00.967750,20.653515625,781.2477365489248,43.749920352673406
2022-10-09 16:48:54.895403,20.6484375,781.2591523802965,43.79603475395104
2022-10-09 16:50:48.831565,20.6279296875,781.2280246553264,43.81902862553771
2022-10-09 16:52:42.763786,20.633203125,781.1062586817445,43.91706089831412
2022-10-09 16:54:36.747850,20.63828125,781.1532972915988,43.81338457374861
2022-10-09 16:56:30.698004,20.5873046875,781.1648028045336,43.73253014167421
2022-10-09 16:58:24.579065,20.6484375,781.0267358910189,43.80184571237559
2022-10-09 17:00:18.501653,20.6484375,781.1252466809142,43.92304476528399
2022-10-09 17:02:12.445774,20.65859375,781.12682030666,43.7961592616939
2022-10-09 17:04:06.337643,20.653515625,781.0116778720238,43.51920804973725
2022-10-09 17:06:00.283000,20.6484375,781.0621772022885,43.74996132626119
2022-10-09 17:07:54.169448,20.6126953125,781.0573808340688,43.73842211773827
2022-10-09 17:09:48.140007,20.5771484375,780.9811527031432,44.00377014529512
2022-10-09 17:11:42.064042,20.63828125,780.9961322456064,43.92287287330426
2022-10-09 17:13:35.986464,20.63828125,780.8940854348278,43.8478324276605
2022-10-09 17:15:29.938964,20.633203125,780.9235512186704,43.79018243952799
2022-10-09 17:17:23.873369,20.633203125,780.9416755361968,44.03811695724445
2022-10-09 17:19:17.842428,20.556640625,780.9451510562253,43.99773623281369
2022-10-09 17:21:11.784692,20.633203125,780.9085717236699,43.7435327875982
2022-10-09 17:23:05.688750,20.6228515625,780.9203235914586,43.8650533401382
2022-10-09 17:24:59.633884,20.63828125,780.8953302063123,43.715181213107456
2022-10-09 17:26:53.581132,20.6126953125,780.9302545755204,43.778476857141705
2022-10-09 17:28:47.536858,20.6126953125,780.9617850201881,43.92265611633507
2022-10-09 17:30:41.500277,20.6126953125,780.9583099559868,43.91693038317728
2022-10-09 17:32:35.395316,20.6126953125,780.840040630704,44.13041395885219
2022-10-09 17:34:29.353877,20.6279296875,780.9683233705451,43.87086469458978
2022-10-09 17:36:23.566884,20.6279296875,781.0094562643894,43.795866998076285
2022-10-09 17:38:17.526379,20.6228515625,781.0012624676241,43.93432299470022
2022-10-09 17:40:11.443729,20.6126953125,781.0510817453012,43.89962400006996
2022-10-09 17:42:05.364927,20.6126953125,780.951936418071,43.88808636249887
2022-10-09 17:43:59.334437,20.6279296875,780.969813798335,43.876677794693165
2022-10-09 17:45:53.263545,20.643359375,780.9531792516265,43.92855410716167
2022-10-09 17:47:47.252632,20.6484375,780.9645175989185,43.84223155623849
2022-10-09 17:49:41.219870,20.653515625,780.971224351111,43.90001016362847
2022-10-09 17:51:35.145166,20.663671875,781.0490222534052,43.92304476528399
2022-10-09 17:53:29.094896,20.663671875,781.0222899148397,43.876974866216855
2022-10-09 17:55:23.063320,20.6892578125,781.0651631214185,43.66946762388042
2022-10-09 17:57:22.465304,20.6841796875,781.0336287312701,43.969416137552464
2022-10-09 17:59:16.396139,20.6841796875,781.0899932793275,44.03860585364114
2022-10-09 18:01:10.302881,20.6892578125,781.0849447802038,44.20605366601806
2022-10-09 18:03:04.215899,20.6892578125,781.0850272465156,44.53453583936858
2022-10-09 18:04:58.147366,20.7095703125,781.0914872306602,46.02296162618276
2022-10-09 18:06:52.103348,20.7197265625,781.0715393124244,44.86401074785375
2022-10-09 18:08:46.026138,20.6484375,781.0880106215504,46.24248946775506
2022-10-09 18:10:39.963053,20.7298828125,781.0928939592612,46.6979222065868
2022-10-09 18:12:33.934870,20.740234375,780.9966261483451,46.88272171852282
2022-10-09 18:14:27.860038,20.75546875,781.0760061866125,47.41326420904876
2022-10-09 18:16:21.823945,20.75546875,781.1121773612017,47.033089346769
2022-10-09 18:18:15.742955,20.770703125,781.03767788374,46.31224800841666
2022-10-09 18:20:09.691357,20.780859375,781.0822096341153,45.90298272087093
2022-10-09 18:22:03.588462,20.791015625,781.0837811318889,46.03007065170714
2022-10-09 18:23:57.547563,20.791015625,781.101908958219,46.24360330388984
